case_id|page|lot|sell_order|type_prop|size1|size2|size3|price|tumbon|aumper|province|Law_Court_ID|deed_no|addrno|bit_time1|bit_time2|bit_time3|bit_time4|bit_time5|bit_time6|link|timestamp|lat|long|eva_unit
ผบ.1682/2562|6/6|นนทบุรี 2/2565 - 1|66 - 2|ห้องชุด|0|0|24.77|1513447.0|บางกระสอ|เมืองนนทบุรี|นนทบุรี|11|3684,171768|65/373|1  02/12/2564 งดขายส่งประกาศมิชอบ 02/12/2564|2  23/12/2564 งดขายไม่มีผู้สู้ราคา 23/12/2564|3  13/01/2565 งดขายไม่มีผู้สู้ราคา 13/01/2565|4  03/02/2565 งดขายไม่มีผู้สู้ราคา 03/02/2565|5  24/02/2565 งดขายไม่มีผู้สู้ราคา 24/02/2565|"6  17/03/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.1682&law_suit_year=2562&Law_Court_ID=011&deed_no=3684%20,%20171768&addrno=65/373|2022-03-09 14:20:22.534298|13.86940047|100.48970862|21500
พ.2744/2562|6/7|นนทบุรี 2/2565 - 1|67 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|1|13.0|9683260.0|บางกระสอ(บางซื่อ)|เมืองนนทบุรี(ตลาดขวัญ)|นนทบุรี|101|16981|2|1  02/12/2564 ถอนการยึด 02/12/2564|2  23/12/2564 ถอนการยึด 23/12/2564|3  13/01/2565 ถอนการยึด 13/01/2565|4  03/02/2565 ถอนการยึด 03/02/2565|5  24/02/2565 ถอนการยึด 24/02/2565|6  17/03/2565 ถอนการยึด 17/03/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BE.2744&law_suit_year=2562&Law_Court_ID=101&deed_no=16981&addrno=2|2022-03-09 14:20:25.000326|13.86070003|100.51266642|35000
ผบ.3004/2560|6/8|นนทบุรี 2/2565 - 1|68 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|54.2|4556617.05|บางเลน|บางใหญ่|นนทบุรี|101|92586|99/113|1  02/12/2564 โจทก์แถลงงดขาย 02/12/2564|2  23/12/2564 โจทก์แถลงงดขาย 23/12/2564|3  13/01/2565 โจทก์แถลงงดขาย 13/01/2565|4  03/02/2565 โจทก์แถลงงดขาย 03/02/2565|5  24/02/2565 โจทก์แถลงงดขาย 24/02/2565|6  17/03/2565 โจทก์แถลงงดขาย 17/03/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.3004&law_suit_year=2560&Law_Court_ID=101&deed_no=92586&addrno=99/113|2022-03-09 14:20:29.712721|13.86717092|100.43257569|40000
ผบ.1223/2561|6/9|นนทบุรี 2/2565 - 1|69 - 1|ห้องชุด|0|0|26.07|1180971.0|ตลาดขวัญ|เมืองนนทบุรี|นนทบุรี|106|3218|92/398|1  02/12/2564 เจ้าพนักงานงดขาย 02/12/2564|2  23/12/2564 เจ้าพนักงานงดขาย 23/12/2564|3  13/01/2565 ขายได้ 13/01/2565|4  03/02/2565 ขายได้ 13/01/2565|5  24/02/2565 ขายได้ 13/01/2565|6  17/03/2565 ขายได้ 13/01/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.1223&law_suit_year=2561&Law_Court_ID=106&deed_no=3218&addrno=92/398|2022-03-09 14:20:33.306956|13.83702673|100.50459957|8000
ผบ.2239/2563|6/10|นนทบุรี 2/2565 - 1|70 - 1|ห้องชุด|0|0|45.85|1078245.0|บ้านใหม่|ปากเกร็ด|นนทบุรี|101|27087|308/724|1  02/12/2564 งดขายส่งประกาศมิชอบ 02/12/2564|2  23/12/2564 งดขายไม่มีผู้สู้ราคา 23/12/2564|3  13/01/2565 งดขายไม่มีผู้สู้ราคา 13/01/2565|4  03/02/2565 งดขายไม่มีผู้สู้ราคา 03/02/2565|5  24/02/2565 งดขายไม่มีผู้สู้ราคา 24/02/2565|"6  17/03/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.2239&law_suit_year=2563&Law_Court_ID=101&deed_no=27087&addrno=308/724|2022-03-09 14:20:41.886368|13.94035692|100.54639784|24000
ผบ.3121/2563|6/11|นนทบุรี 2/2565 - 1|71 - 1|ที่ดินว่างเปล่า|0|0|54.4|217600.0|บางบัวทอง|บางบัวทอง|นนทบุรี|101|188021|-|1  02/12/2564 งดขายไม่มีผู้สู้ราคา 02/12/2564|2  23/12/2564 งดขายไม่มีผู้สู้ราคา 23/12/2564|3  13/01/2565 งดขายไม่มีผู้สู้ราคา 13/01/2565|4  03/02/2565 งดขายไม่มีผู้สู้ราคา 03/02/2565|5  24/02/2565 งดขายไม่มีผู้สู้ราคา 24/02/2565|"6  17/03/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.3121&law_suit_year=2563&Law_Court_ID=101&deed_no=188021&addrno=-|2022-03-09 14:20:49.356926|13.91445299|100.42584309|nodetail
ผบE.2445/2563|6/12|นนทบุรี 2/2565 - 1|72 - 1|ห้องชุด|0|0|29.88|1731808.0|บางกระสอ|เมืองนนทบุรี|นนทบุรี|121|250312|30/275|1  02/12/2564 งดขายส่งประกาศมิชอบ 02/12/2564|2  23/12/2564 งดขายไม่มีผู้สู้ราคา 23/12/2564|3  13/01/2565 งดขายไม่มีผู้สู้ราคา 13/01/2565|4  03/02/2565 งดขายไม่มีผู้สู้ราคา 03/02/2565|5  24/02/2565 -|"6  17/03/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BAE.2445&law_suit_year=2563&Law_Court_ID=121&deed_no=250312&addrno=30/275|2022-03-09 14:20:54.766200|13.87442396|100.4784389|nodetail
ผบ.1668/2560|6/13|นนทบุรี 2/2565 - 1|73 - 1|ห้องชุด|0|0|50.49|2625480.0|บางพูด(บางพัง)|ปากเกร็ด|นนทบุรี|805|7698|120/280|1  02/12/2564 งดขายส่งประกาศมิชอบ 02/12/2564|2  23/12/2564 งดขายไม่มีผู้สู้ราคา 23/12/2564|3  13/01/2565 งดขายไม่มีผู้สู้ราคา 13/01/2565|4  03/02/2565 ขายได้ 03/02/2565|5  24/02/2565 ขายได้ 03/02/2565|6  17/03/2565 ขายได้ 03/02/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.1668&law_suit_year=2560&Law_Court_ID=805&deed_no=7698&addrno=120/280|2022-03-09 14:21:02.033329|13.91475259|100.54018334|60000
ผบ.2550/2562|6/14|นนทบุรี 2/2565 - 1|74 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|62.6|3346500.0|บางคูรัด|บางบัวทอง|นนทบุรี|101|178854|85/98|1  02/12/2564 งดขายส่งประกาศมิชอบ 02/12/2564|2  23/12/2564 งดขายไม่มีผู้สู้ราคา 23/12/2564|3  13/01/2565 งดขายไม่มีผู้สู้ราคา 13/01/2565|4  03/02/2565 งดขายไม่มีผู้สู้ราคา 03/02/2565|5  24/02/2565 ขายได้ 24/02/2565|6  17/03/2565 ขายได้ 24/02/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.2550&law_suit_year=2562&Law_Court_ID=101&deed_no=178854&addrno=85/98|2022-03-09 14:21:06.148209|13.91701645|100.37093729|25000
ผบ.5168/2562|6/15|นนทบุรี 2/2565 - 1|75 - 1|ที่ดินว่างเปล่า|0|1|36.0|3182400.0|บางบัวทอง|บางบัวทอง|นนทบุรี|50|90857|-|1  02/12/2564 เจ้าพนักงานงดขาย 02/12/2564|2  23/12/2564 งดขายไม่มีผู้สู้ราคา 23/12/2564|3  13/01/2565 งดขายไม่มีผู้สู้ราคา 13/01/2565|4  03/02/2565 งดขายไม่มีผู้สู้ราคา 03/02/2565|5  24/02/2565 งดขาย 24/02/2565|"6  17/03/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.5168&law_suit_year=2562&Law_Court_ID=050&deed_no=90857&addrno=-|2022-03-09 14:21:11.784140|13.94063028|100.40786726|18000
ผบ.5168/2562|6/16|นนทบุรี 2/2565 - 1|75 - 2|ที่ดินว่างเปล่า|0|0|97.0|2269800.0|บางบัวทอง|บางบัวทอง|นนทบุรี|50|90858|-|1  02/12/2564 เจ้าพนักงานงดขาย 02/12/2564|2  23/12/2564 งดขายไม่มีผู้สู้ราคา 23/12/2564|3  13/01/2565 งดขายไม่มีผู้สู้ราคา 13/01/2565|4  03/02/2565 งดขายไม่มีผู้สู้ราคา 03/02/2565|5  24/02/2565 งดขาย 24/02/2565|"6  17/03/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.5168&law_suit_year=2562&Law_Court_ID=050&deed_no=90858&addrno=-|2022-03-09 14:21:15.658618|13.94055239|100.40797836|18000
ผบ.321/2562|6/17|นนทบุรี 2/2565 - 1|76 - 1|ห้องชุด|0|0|22.82|981260.0|ท่าทราย|เมืองนนทบุรี|นนทบุรี|804|121551|140/793|1  02/12/2564 งดขาย 02/12/2564|2  23/12/2564 งดขาย 23/12/2564|3  13/01/2565 งดขาย 13/01/2565|4  03/02/2565 งดขาย 03/02/2565|5  24/02/2565 งดขาย 24/02/2565|"6  17/03/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.321&law_suit_year=2562&Law_Court_ID=804&deed_no=121551&addrno=140/793|2022-03-09 14:21:20.188223|0.0026227|94.50820172|52500
ผบ.3495/2563|6/18|นนทบุรี 2/2565 - 1|77 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|64.9|3005500.0|พิมลราช|บางบัวทอง|นนทบุรี|101|173488|166/36|1  02/12/2564 งดขาย 02/12/2564|2  23/12/2564 งดขาย 23/12/2564|3  13/01/2565 งดขาย 13/01/2565|4  03/02/2565 งดขาย 03/02/2565|5  24/02/2565 งดขาย 24/02/2565|"6  17/03/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.3495&law_suit_year=2563&Law_Court_ID=101&deed_no=173488&addrno=166/36|2022-03-09 14:21:23.704691|13.91216683|100.40368004|20000
ผบ.4698/2562|6/19|นนทบุรี 2/2565 - 1|79 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|54.0|3193800.0|บางแม่นาง|บางใหญ่|นนทบุรี|101|75289|79/356|1  02/12/2564 ถอนการยึด 02/12/2564|2  23/12/2564 ถอนการยึด 23/12/2564|3  13/01/2565 ถอนการยึด 13/01/2565|4  03/02/2565 ถอนการยึด 03/02/2565|5  24/02/2565 ถอนการยึด 24/02/2565|6  17/03/2565 ถอนการยึด 17/03/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.4698&law_suit_year=2562&Law_Court_ID=101&deed_no=75289&addrno=79/356|2022-03-09 14:21:26.414423|13.89146951|100.36891769|25000
มย.36/2560|6/20|นนทบุรี 2/2565 - 1|80 - 1|ที่ดินว่างเปล่า|1|0|0.0|1800000.0|หนองเพรางาย|ไทรน้อย|นนทบุรี|10|58632|-|1  02/12/2564 โจทก์แถลงงดขาย 02/12/2564|2  23/12/2564 โจทก์แถลงงดขาย 23/12/2564|3  13/01/2565 งดขาย 13/01/2565|4  03/02/2565 โจทก์แถลงงดขาย 03/02/2565|5  24/02/2565 งดขาย 24/02/2565|"6  17/03/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%C1%C2.36&law_suit_year=2560&Law_Court_ID=010&deed_no=58632&addrno=-|2022-03-09 14:21:30.259017|13.88092866|100.31633137|nodetail
มย.36/2560|6/21|นนทบุรี 2/2565 - 1|80 - 2|ที่ดินพร้อมสิ่งปลูกสร้าง|0|2|80.0|2156800.0|หนองเพรางาย|ไทรน้อย|นนทบุรี|10|58633|14/5|1  02/12/2564 โจทก์แถลงงดขาย 02/12/2564|2  23/12/2564 โจทก์แถลงงดขาย 23/12/2564|3  13/01/2565 งดขาย 13/01/2565|4  03/02/2565 โจทก์แถลงงดขาย 03/02/2565|5  24/02/2565 งดขาย 24/02/2565|"6  17/03/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%C1%C2.36&law_suit_year=2560&Law_Court_ID=010&deed_no=58633&addrno=14/5|2022-03-09 14:21:36.375482|13.88157986|100.2963448|nodetail
มย.36/2560|6/22|นนทบุรี 2/2565 - 1|80 - 3|ที่ดินว่างเปล่า|0|3|31.0|1324000.0|หนองเพรางาย|ไทรน้อย|นนทบุรี|10|58634|-|1  02/12/2564 โจทก์แถลงงดขาย 02/12/2564|2  23/12/2564 โจทก์แถลงงดขาย 23/12/2564|3  13/01/2565 งดขาย 13/01/2565|4  03/02/2565 โจทก์แถลงงดขาย 03/02/2565|5  24/02/2565 งดขาย 24/02/2565|"6  17/03/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%C1%C2.36&law_suit_year=2560&Law_Court_ID=010&deed_no=58634&addrno=-|2022-03-09 14:21:41.575112|13.88146|100.29598665|nodetail
มย.36/2560|6/23|นนทบุรี 2/2565 - 1|80 - 4|ที่ดินว่างเปล่า|0|2|72.0|1088000.0|หนองเพรางาย|ไทรน้อย|นนทบุรี|10|58635|-|1  02/12/2564 โจทก์แถลงงดขาย 02/12/2564|2  23/12/2564 โจทก์แถลงงดขาย 23/12/2564|3  13/01/2565 งดขาย 13/01/2565|4  03/02/2565 โจทก์แถลงงดขาย 03/02/2565|5  24/02/2565 งดขาย 24/02/2565|"6  17/03/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%C1%C2.36&law_suit_year=2560&Law_Court_ID=010&deed_no=58635&addrno=-|2022-03-09 14:21:46.432327|13.87714451|100.31724169|nodetail
มย.36/2560|6/24|นนทบุรี 2/2565 - 1|80 - 5|ที่ดินว่างเปล่า|1|1|8.0|2784000.0|หนองเพรางาย|ไทรน้อย|นนทบุรี|10|58636|-|1  02/12/2564 โจทก์แถลงงดขาย 02/12/2564|2  23/12/2564 โจทก์แถลงงดขาย 23/12/2564|3  13/01/2565 งดขาย 13/01/2565|4  03/02/2565 โจทก์แถลงงดขาย 03/02/2565|5  24/02/2565 งดขาย 24/02/2565|6  17/03/2565 โจทก์แถลงงดขาย 17/03/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%C1%C2.36&law_suit_year=2560&Law_Court_ID=010&deed_no=58636&addrno=-|2022-03-09 14:21:52.826386|13.88114472|100.29905303|nodetail
มย.36/2560|6/25|นนทบุรี 2/2565 - 1|80 - 5|ที่ดินว่างเปล่า|0|1|88.0|2784000.0|หนองเพรางาย|ไทรน้อย|นนทบุรี|10|58637|-|1  02/12/2564 โจทก์แถลงงดขาย 02/12/2564|2  23/12/2564 โจทก์แถลงงดขาย 23/12/2564|3  13/01/2565 งดขาย 13/01/2565|4  03/02/2565 โจทก์แถลงงดขาย 03/02/2565|5  24/02/2565 งดขาย 24/02/2565|6  17/03/2565 โจทก์แถลงงดขาย 17/03/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%C1%C2.36&law_suit_year=2560&Law_Court_ID=010&deed_no=58637&addrno=-|2022-03-09 14:21:57.065117|13.88104037|100.2988288|nodetail
มย.36/2560|6/26|นนทบุรี 2/2565 - 1|80 - 6|ที่ดินว่างเปล่า|3|1|18.0|5272000.0|หนองเพรางาย|ไทรน้อย|นนทบุรี|10|58638|-|1  02/12/2564 โจทก์แถลงงดขาย 02/12/2564|2  23/12/2564 โจทก์แถลงงดขาย 23/12/2564|3  13/01/2565 โจทก์แถลงงดขาย 13/01/2565|4  03/02/2565 โจทก์แถลงงดขาย 03/02/2565|5  24/02/2565 โจทก์แถลงงดขาย 24/02/2565|"6  17/03/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%C1%C2.36&law_suit_year=2560&Law_Court_ID=010&deed_no=58638&addrno=-|2022-03-09 14:22:00.142219|13.88227483|100.29611492|nodetail
พ.1726/2558|6/27|นนทบุรี 2/2565 - 1|81 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|53.0|1750880.0|บ้านใหม่(บางพัง)|ปากเกร็ด(ตลาดขวัญ)|นนทบุรี|101|139037|9/82|1  02/12/2564 ถอนการยึด 02/12/2564|2  23/12/2564 ถอนการยึด 23/12/2564|3  13/01/2565 ถอนการยึด 13/01/2565|4  03/02/2565 ถอนการยึด 03/02/2565|5  24/02/2565 ถอนการยึด 24/02/2565|6  17/03/2565 ถอนการยึด 17/03/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BE.1726&law_suit_year=2558&Law_Court_ID=101&deed_no=139037&addrno=9/82|2022-03-09 14:22:02.176881|13.93738352|100.53213892|nodetail
ผบ.4316/2561|6/28|นนทบุรี 2/2565 - 1|82 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|18.0|973200.0|ไทรน้อย|ไทรน้อย|นนทบุรี|121|14244|92/12|1  02/12/2564 งดขายส่งประกาศมิชอบ 02/12/2564|2  23/12/2564 ขายได้ 23/12/2564|3  13/01/2565 ขายได้ 23/12/2564|4  03/02/2565 ขายได้ 23/12/2564|5  24/02/2565 ขายได้ 23/12/2564|6  17/03/2565 ขายได้ 23/12/2564|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.4316&law_suit_year=2561&Law_Court_ID=121&deed_no=14244&addrno=92/12|2022-03-09 14:22:04.315977|13.97033031|100.34317259|17000
ผบ.3350/2561|6/29|นนทบุรี 2/2565 - 1|83 - 1|ห้องชุด|0|0|31.91|398875.0|บางพูด|ปากเกร็ด|นนทบุรี|121|41519|195/14|1  02/12/2564 งดขายส่งประกาศมิชอบ 02/12/2564|2  23/12/2564 งดขายไม่มีผู้สู้ราคา 23/12/2564|3  13/01/2565 งดขายไม่มีผู้สู้ราคา 13/01/2565|4  03/02/2565 งดขายไม่มีผู้สู้ราคา 03/02/2565|5  24/02/2565 ขายได้ 24/02/2565|6  17/03/2565 ขายได้ 24/02/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.3350&law_suit_year=2561&Law_Court_ID=121&deed_no=41519&addrno=195/14|2022-03-09 14:22:09.021084|13.93288649|100.51612863|15000
ผบ.1210/2562|6/30|นนทบุรี 2/2565 - 1|84 - 1|ห้องชุด|0|0|25.37|1367443.0|ตลาดขวัญ|เมืองนนทบุรี|นนทบุรี|101|65078,65080|72/235|1  02/12/2564 โจทก์แถลงงดขาย 02/12/2564|2  23/12/2564 งดขาย 23/12/2564|3  13/01/2565 งดขาย 13/01/2565|4  03/02/2565 งดขาย 03/02/2565|5  24/02/2565 งดขาย 24/02/2565|6  17/03/2565 โจทก์แถลงงดขาย 17/03/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.1210&law_suit_year=2562&Law_Court_ID=101&deed_no=65078,%2065080&addrno=72/235|2022-03-09 14:22:14.861460|13.84908076|100.51315227|40000
ผบ.3599/2561|6/31|นนทบุรี 2/2565 - 1|85 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|79.6|4797000.0|บ้านใหม่|ปากเกร็ด|นนทบุรี|39|47336|88/249|1  02/12/2564 ถอนการยึด 02/12/2564|2  23/12/2564 ถอนการยึด 23/12/2564|3  13/01/2565 ถอนการยึด 13/01/2565|4  03/02/2565 ถอนการยึด 03/02/2565|5  24/02/2565 ถอนการยึด 24/02/2565|6  17/03/2565 ถอนการยึด 17/03/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.3599&law_suit_year=2561&Law_Court_ID=039&deed_no=47336&addrno=88/249|2022-03-09 14:22:18.978465|13.92855015|100.53802642|45000
ผบ.2726/2563|6/32|นนทบุรี 2/2565 - 1|86 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|24.1|1608250.0|ปลายบาง|บางกรวย|นนทบุรี|101|45492|199/26|1  02/12/2564 ขายได้ 02/12/2564|2  23/12/2564 ขายได้ 02/12/2564|3  13/01/2565 ขายได้ 02/12/2564|4  03/02/2565 ขายได้ 02/12/2564|5  24/02/2565 ขายได้ 02/12/2564|6  17/03/2565 ขายได้ 02/12/2564|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.2726&law_suit_year=2563&Law_Court_ID=101&deed_no=45492&addrno=199/26|2022-03-09 14:22:24.042635|14.66603553|100.94469181|nodetail
ผบ.5556/2560|6/33|นนทบุรี 2/2565 - 1|87 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|90.2|4338250.0|พิมลราช|บางบัวทอง|นนทบุรี|10|487|206/169|1  02/12/2564 งดขาย 02/12/2564|2  23/12/2564 งดขาย 23/12/2564|3  13/01/2565 งดขาย 13/01/2565|4  03/02/2565 งดขาย 03/02/2565|5  24/02/2565 งดขาย 24/02/2565|6  17/03/2565 งดขาย 17/03/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.5556&law_suit_year=2560&Law_Court_ID=010&deed_no=487&addrno=206/169|2022-03-09 14:22:28.046779|13.90532082|100.43526307|32000
ผบ.5719/2561|6/34|นนทบุรี 2/2565 - 1|88 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|1|30.5|7980375.0|บางรักน้อย|เมืองนนทบุรี|นนทบุรี|39|238716|99/415|1  02/12/2564 งดขายไม่มีผู้สู้ราคา 02/12/2564|2  23/12/2564 งดขายไม่มีผู้สู้ราคา 23/12/2564|3  13/01/2565 งดขายไม่มีผู้สู้ราคา 13/01/2565|4  03/02/2565 ขายได้ 03/02/2565|5  24/02/2565 ขายได้ 03/02/2565|6  17/03/2565 ขายได้ 03/02/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.5719&law_suit_year=2561&Law_Court_ID=039&deed_no=238716&addrno=99/415|2022-03-09 14:22:31.179353|13.85810473|100.45443334|45000
ผบ.2883/2562|6/35|นนทบุรี 2/2565 - 1|89 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|16.0|795380.0|บางบัวทอง|บางบัวทอง|นนทบุรี|44|115233|99/395|1  02/12/2564 งดขาย 02/12/2564|2  23/12/2564 งดขาย 23/12/2564|3  13/01/2565 งดขาย 13/01/2565|4  03/02/2565 งดขาย 03/02/2565|5  24/02/2565 งดขาย 24/02/2565|"6  17/03/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.2883&law_suit_year=2562&Law_Court_ID=044&deed_no=115233&addrno=99/395|2022-03-09 14:22:36.432143|13.94440803|100.36882204|16000
ผบ.6506/2563|6/36|นนทบุรี 2/2565 - 1|90 - 1|ห้องชุด|0|0|25.84|855304.0|บางกระสอ|เมืองนนทบุรี|นนทบุรี|121|66482|17/10|1  02/12/2564 งดขายส่งประกาศมิชอบ 02/12/2564|2  23/12/2564 งดขายไม่มีผู้สู้ราคา 23/12/2564|3  13/01/2565 งดขายไม่มีผู้สู้ราคา 13/01/2565|4  03/02/2565 งดขายไม่มีผู้สู้ราคา 03/02/2565|5  24/02/2565 งดขายไม่มีผู้สู้ราคา 24/02/2565|"6  17/03/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.6506&law_suit_year=2563&Law_Court_ID=121&deed_no=66482&addrno=17/10|2022-03-09 14:22:42.886139|13.85852274|100.51121558|40000
ผบ.4549/2562|6/37|นนทบุรี 2/2565 - 1|91 - 1|ห้องชุด|0|0|24.39|1148769.0|บางเขน|เมืองนนทบุรี|นนทบุรี|121|81383|206/57|1  02/12/2564 ถอนการยึด 02/12/2564|2  23/12/2564 ถอนการยึด 23/12/2564|3  13/01/2565 ถอนการยึด 13/01/2565|4  03/02/2565 ถอนการยึด 03/02/2565|5  24/02/2565 ถอนการยึด 24/02/2565|6  17/03/2565 ถอนการยึด 17/03/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.4549&law_suit_year=2562&Law_Court_ID=121&deed_no=81383&addrno=206/57|2022-03-09 14:22:47.946998|13.84331162|100.52798741|21000
ผบ.635/2563|6/38|นนทบุรี 2/2565 - 1|92 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|38.4|2491350.0|บางคูเวียง|บางกรวย|นนทบุรี|12|49363|168/34|1  02/12/2564 ขายได้ 02/12/2564|2  23/12/2564 ขายได้ 02/12/2564|3  13/01/2565 ขายได้ 02/12/2564|4  03/02/2565 ขายได้ 02/12/2564|5  24/02/2565 ขายได้ 02/12/2564|6  17/03/2565 ขายได้ 02/12/2564|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.635&law_suit_year=2563&Law_Court_ID=012&deed_no=49363&addrno=168/34|2022-03-09 14:22:52.275575|13.82639644|100.42706308|nodetail
ผบ.4423/2558|6/39|นนทบุรี 2/2565 - 1|93 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|16.0|804400.0|เสาธงหิน|บางใหญ่|นนทบุรี|121|42207|9/298|1  02/12/2564 งดขาย 02/12/2564|2  23/12/2564 งดขาย 23/12/2564|3  13/01/2565 งดขาย 13/01/2565|4  03/02/2565 งดขาย 03/02/2565|5  24/02/2565 งดขาย 24/02/2565|6  17/03/2565 งดขาย 17/03/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.4423&law_suit_year=2558&Law_Court_ID=121&deed_no=42207&addrno=9/298|2022-03-09 14:22:59.984727|13.89488995|100.39455743|19000
ผบ.520/2563|6/40|นนทบุรี 2/2565 - 1|94 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|18.0|652800.0|บางใหญ่|บางใหญ่|นนทบุรี|101|51298|4/91|1  02/12/2564 งดขาย 02/12/2564|2  23/12/2564 งดขาย 23/12/2564|3  13/01/2565 งดขาย 13/01/2565|4  03/02/2565 งดขาย 03/02/2565|5  24/02/2565 งดขาย 24/02/2565|6  17/03/2565 งดขาย 17/03/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.520&law_suit_year=2563&Law_Court_ID=101&deed_no=51298&addrno=4/91|2022-03-09 14:23:05.895425|13.83813316|100.35276038|14000
ผบ.1432/2563|6/41|นนทบุรี 2/2565 - 1|95 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|1|0|0.0|3838650.0|บางแม่นาง|บางใหญ่|นนทบุรี|607|63123|33/18|1  02/12/2564 งดขาย 02/12/2564|2  23/12/2564 งดขาย 23/12/2564|3  13/01/2565 งดขาย 13/01/2565|4  03/02/2565 งดขาย 03/02/2565|5  24/02/2565 งดขาย 24/02/2565|"6  17/03/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.1432&law_suit_year=2563&Law_Court_ID=607&deed_no=63123&addrno=33/18|2022-03-09 14:23:10.645425|13.86023654|100.39747404|6000
